train_id,section_id,scheduled_entry_time,scheduled_exit_time,planned_stop_next_station,dwell_minutes_next_station
T0256,STN_04__STN_05,07:04,07:18,1,1
T0256,STN_05__STN_06,07:19,07:39,1,1
T0256,STN_06__STN_07,07:40,07:54,0,0
T0256,STN_07__STN_08,07:54,08:09,0,0
T0257,STN_03__STN_04,04:52,05:13,0,0
T0257,STN_04__STN_05,05:13,05:24,1,2
T0257,STN_05__STN_11,05:26,05:47,1,3
T0257,STN_11__STN_12,05:50,06:08,0,0
T0258,STN_04__STN_05,22:14,22:22,1,8
T0258,STN_05__STN_11,22:30,22:45,0,0
T0259,STN_05__STN_11,10:10,10:29,1,8
T0259,STN_05__STN_06,10:37,10:52,0,0
T0259,STN_06__STN_07,10:52,11:02,1,8
T0259,STN_07__STN_08,11:10,11:22,0,0
T0259,STN_08__STN_09,11:22,11:44,0,0
T0260,STN_05__STN_06,15:18,15:29,1,6
T0260,STN_06__STN_07,15:35,15:43,0,0
T0261,STN_05__STN_11,23:48,00:07,1,1
T0261,STN_05__STN_06,00:08,00:23,0,0
T0261,STN_06__STN_07,00:23,00:33,1,1
T0261,STN_07__STN_08,00:34,00:45,1,1
T0261,STN_08__STN_09,00:46,01:07,0,0
T0261,STN_09__STN_10,01:07,01:26,0,0
T0262,STN_05__STN_06,10:09,10:35,0,0
T0262,STN_05__STN_11,10:35,11:08,0,0
T0262,STN_11__STN_12,11:08,11:35,0,0
T0263,STN_09__STN_10,20:42,20:54,0,0
T0263,STN_08__STN_09,20:54,21:07,0,0
T0263,STN_07__STN_08,21:07,21:14,0,0
T0263,STN_06__STN_07,21:14,21:20,1,3
T0263,STN_05__STN_06,21:23,21:32,0,0
T0263,STN_04__STN_05,21:32,21:38,0,0
T0263,STN_03__STN_04,21:38,21:50,0,0
T0264,STN_11__STN_12,14:39,14:49,0,0
T0264,STN_05__STN_11,14:49,15:02,0,0
T0264,STN_05__STN_06,15:02,15:12,0,0
T0265,STN_07__STN_08,21:45,21:56,1,8
T0265,STN_06__STN_07,22:04,22:14,1,6
T0265,STN_05__STN_06,22:20,22:34,1,6
T0265,STN_05__STN_11,22:40,22:57,1,4
T0265,STN_11__STN_12,23:01,23:16,0,0
T0266,STN_05__STN_06,02:12,02:21,0,0
T0266,STN_05__STN_11,02:21,02:32,0,0
T0266,STN_11__STN_12,02:32,02:41,0,0
T0267,STN_05__STN_11,02:18,02:50,1,1
T0267,STN_04__STN_05,02:51,03:07,1,3
T0267,STN_03__STN_04,03:10,03:40,1,1
T0267,STN_02__STN_03,03:41,04:09,0,0
T0268,STN_06__STN_07,07:26,07:40,1,3
T0268,STN_05__STN_06,07:43,08:04,1,1
T0268,STN_05__STN_11,08:05,08:31,0,0
T0269,STN_07__STN_08,00:47,01:01,1,3
T0269,STN_06__STN_07,01:04,01:18,1,2
T0269,STN_05__STN_06,01:20,01:40,1,2
T0269,STN_04__STN_05,01:42,01:56,0,0
T0270,STN_05__STN_06,04:05,04:22,1,1
T0270,STN_04__STN_05,04:23,04:35,0,0
T0271,STN_02__STN_03,06:33,06:59,1,2
T0271,STN_03__STN_04,07:01,07:30,1,2
T0271,STN_04__STN_05,07:32,07:47,1,1
T0271,STN_05__STN_06,07:48,08:11,0,0
T0271,STN_06__STN_07,08:11,08:26,1,2
T0271,STN_07__STN_08,08:28,08:45,1,1
T0271,STN_08__STN_09,08:46,09:18,0,0
T0272,STN_03__STN_04,16:12,16:25,0,0
T0272,STN_04__STN_05,16:25,16:31,0,0
T0272,STN_05__STN_06,16:31,16:41,0,0
T0273,STN_07__STN_08,17:09,17:21,1,6
T0273,STN_06__STN_07,17:27,17:38,0,0
T0273,STN_05__STN_06,17:38,17:53,0,0
T0274,STN_07__STN_08,20:28,20:46,1,1
T0274,STN_08__STN_09,20:47,21:23,1,3
T0274,STN_09__STN_10,21:26,21:55,0,0
T0275,STN_11__STN_12,20:29,20:46,1,2
T0275,STN_05__STN_11,20:48,21:07,1,3
T0275,STN_04__STN_05,21:10,21:20,1,3
T0275,STN_03__STN_04,21:23,21:42,0,0
T0276,STN_09__STN_10,02:51,03:12,1,3
T0276,STN_08__STN_09,03:15,03:38,1,3
T0276,STN_07__STN_08,03:41,03:53,1,3
T0276,STN_06__STN_07,03:56,04:07,1,3
T0276,STN_05__STN_06,04:10,04:26,1,1
T0276,STN_04__STN_05,04:27,04:38,0,0
T0277,STN_07__STN_08,12:13,12:20,1,6
T0277,STN_06__STN_07,12:26,12:32,0,0
T0278,STN_03__STN_04,19:40,20:04,1,1
T0278,STN_02__STN_03,20:05,20:27,0,0
T0279,STN_07__STN_08,02:18,02:34,1,1
T0279,STN_06__STN_07,02:35,02:50,1,1
T0279,STN_05__STN_06,02:51,03:15,0,0
T0279,STN_05__STN_11,03:15,03:45,0,0
T0279,STN_11__STN_12,03:45,04:10,0,0
T0280,STN_01__STN_02,19:30,19:54,1,3
T0280,STN_02__STN_03,19:57,20:18,1,3
T0280,STN_03__STN_04,20:21,20:44,0,0
T0281,STN_03__STN_04,15:39,15:51,0,0
T0281,STN_02__STN_03,15:51,16:02,0,0
T0281,STN_01__STN_02,16:02,16:15,0,0
T0282,STN_03__STN_04,08:47,08:59,0,0
T0282,STN_04__STN_05,08:59,09:05,1,3
T0282,STN_05__STN_06,09:08,09:17,0,0
T0282,STN_06__STN_07,09:17,09:23,0,0
T0282,STN_07__STN_08,09:23,09:30,0,0
T0283,STN_06__STN_07,01:36,01:52,1,2
T0283,STN_05__STN_06,01:54,02:17,1,3
T0283,STN_04__STN_05,02:20,02:35,1,3
T0283,STN_03__STN_04,02:38,03:08,1,2
T0283,STN_02__STN_03,03:10,03:37,1,3
T0283,STN_01__STN_02,03:40,04:11,0,0
T0284,STN_09__STN_10,08:22,08:43,0,0
T0284,STN_08__STN_09,08:43,09:09,0,0
T0284,STN_07__STN_08,09:09,09:22,0,0
T0284,STN_06__STN_07,09:22,09:34,0,0
T0284,STN_05__STN_06,09:34,09:51,0,0
T0284,STN_04__STN_05,09:51,10:02,0,0
T0284,STN_03__STN_04,10:02,10:25,0,0
T0285,STN_08__STN_09,03:56,04:11,0,0
T0285,STN_07__STN_08,04:11,04:18,0,0
T0285,STN_06__STN_07,04:18,04:24,1,4
T0285,STN_05__STN_06,04:28,04:38,0,0
T0286,STN_03__STN_04,22:31,23:04,0,0
T0286,STN_04__STN_05,23:04,23:20,0,0
T0286,STN_05__STN_06,23:20,23:45,0,0
T0286,STN_06__STN_07,23:45,00:02,0,0
T0286,STN_07__STN_08,00:02,00:21,0,0
T0286,STN_08__STN_09,00:21,00:58,0,0
T0287,STN_01__STN_02,07:38,07:59,0,0
T0287,STN_02__STN_03,07:59,08:18,0,0
T0287,STN_03__STN_04,08:18,08:39,0,0
T0287,STN_04__STN_05,08:39,08:50,0,0
T0287,STN_05__STN_06,08:50,09:07,0,0
T0287,STN_06__STN_07,09:07,09:18,0,0
T0287,STN_07__STN_08,09:18,09:30,0,0
T0287,STN_08__STN_09,09:30,09:53,0,0
T0288,STN_08__STN_09,02:05,02:30,0,0
T0288,STN_07__STN_08,02:30,02:43,0,0
T0288,STN_06__STN_07,02:43,02:54,0,0
T0288,STN_05__STN_06,02:54,03:12,0,0
T0288,STN_04__STN_05,03:12,03:24,0,0
T0289,STN_08__STN_09,04:26,04:59,0,0
T0289,STN_07__STN_08,04:59,05:16,0,0
T0289,STN_06__STN_07,05:16,05:31,0,0
T0289,STN_05__STN_06,05:31,05:53,0,0
T0289,STN_04__STN_05,05:53,06:07,0,0
T0289,STN_03__STN_04,06:07,06:35,0,0
T0289,STN_02__STN_03,06:35,07:00,0,0
T0289,STN_01__STN_02,07:00,07:29,0,0
T0290,STN_11__STN_12,08:04,08:32,0,0
T0290,STN_05__STN_11,08:32,09:06,0,0
T0290,STN_05__STN_06,09:06,09:33,0,0
T0290,STN_06__STN_07,09:33,09:51,0,0
T0290,STN_07__STN_08,09:51,10:10,0,0
T0290,STN_08__STN_09,10:10,10:49,0,0
T0291,STN_05__STN_11,02:35,02:46,0,0
T0291,STN_05__STN_06,02:46,02:55,1,4
T0291,STN_06__STN_07,02:59,03:05,0,0
T0291,STN_07__STN_08,03:05,03:12,0,0
T0291,STN_08__STN_09,03:12,03:25,0,0
T0291,STN_09__STN_10,03:25,03:36,0,0
T0292,STN_04__STN_05,15:19,15:26,1,7
T0292,STN_05__STN_11,15:33,15:47,0,0
T0293,STN_05__STN_11,07:54,08:16,0,0
T0293,STN_04__STN_05,08:16,08:28,0,0
T0293,STN_03__STN_04,08:28,08:49,0,0
T0293,STN_02__STN_03,08:49,09:08,0,0
T0293,STN_01__STN_02,09:08,09:31,0,0
T0294,STN_05__STN_06,13:39,13:59,0,0
T0294,STN_06__STN_07,13:59,14:13,0,0
T0294,STN_07__STN_08,14:13,14:28,0,0
T0294,STN_08__STN_09,14:28,14:58,0,0
T0295,STN_08__STN_09,07:16,07:44,0,0
T0295,STN_07__STN_08,07:44,07:59,1,1
T0295,STN_06__STN_07,08:00,08:13,1,1
T0295,STN_05__STN_06,08:14,08:34,1,1
T0295,STN_04__STN_05,08:35,08:48,0,0
T0295,STN_03__STN_04,08:48,09:14,1,2
T0295,STN_02__STN_03,09:16,09:39,0,0
T0296,STN_05__STN_11,04:48,05:10,0,0
T0296,STN_04__STN_05,05:10,05:21,1,9
T0296,STN_03__STN_04,05:30,05:52,0,0
T0297,STN_05__STN_06,17:14,17:35,1,2
T0297,STN_06__STN_07,17:37,17:50,0,0
T0298,STN_01__STN_02,01:06,01:28,1,1
T0298,STN_02__STN_03,01:29,01:49,1,3
T0298,STN_03__STN_04,01:52,02:13,1,2
T0298,STN_04__STN_05,02:15,02:27,1,2
T0298,STN_05__STN_11,02:29,02:51,0,0
T0299,STN_07__STN_08,22:12,22:32,0,0
T0299,STN_06__STN_07,22:32,22:51,0,0
T0299,STN_05__STN_06,22:51,23:19,0,0
T0299,STN_04__STN_05,23:19,23:38,0,0
T0299,STN_03__STN_04,23:38,00:15,0,0
T0300,STN_05__STN_06,22:53,23:12,0,0
T0300,STN_04__STN_05,23:12,23:24,0,0
T0300,STN_03__STN_04,23:24,23:47,0,0
T0300,STN_02__STN_03,23:47,00:07,0,0
T0300,STN_01__STN_02,00:07,00:32,0,0
T0301,STN_06__STN_07,21:29,21:43,1,3
T0301,STN_05__STN_06,21:46,22:08,1,1
T0301,STN_05__STN_11,22:09,22:37,0,0
T0302,STN_05__STN_11,06:29,06:59,1,1
T0302,STN_05__STN_06,07:00,07:23,1,2
T0302,STN_06__STN_07,07:25,07:41,1,1
T0302,STN_07__STN_08,07:42,07:59,1,1
T0302,STN_08__STN_09,08:00,08:35,0,0
T0303,STN_11__STN_12,09:12,09:30,1,2
T0303,STN_05__STN_11,09:32,09:54,1,2
T0303,STN_05__STN_06,09:56,10:12,1,3
T0303,STN_06__STN_07,10:15,10:26,1,2
T0303,STN_07__STN_08,10:28,10:40,1,2
T0303,STN_08__STN_09,10:42,11:07,1,2
T0303,STN_09__STN_10,11:09,11:30,0,0
T0304,STN_09__STN_10,13:34,13:47,1,6
T0304,STN_08__STN_09,13:53,14:07,0,0
T0304,STN_07__STN_08,14:07,14:14,0,0
T0304,STN_06__STN_07,14:14,14:21,0,0
T0304,STN_05__STN_06,14:21,14:31,0,0
T0304,STN_04__STN_05,14:31,14:38,0,0
T0304,STN_03__STN_04,14:38,14:50,1,4
T0304,STN_02__STN_03,14:54,15:05,0,0
T0305,STN_05__STN_11,16:29,16:54,0,0
T0305,STN_04__STN_05,16:54,17:07,0,0
T0305,STN_03__STN_04,17:07,17:31,0,0
T0306,STN_08__STN_09,02:37,03:11,0,0
T0306,STN_07__STN_08,03:11,03:29,1,3
T0306,STN_06__STN_07,03:32,03:47,1,3
T0306,STN_05__STN_06,03:50,04:15,1,1
T0306,STN_04__STN_05,04:16,04:32,1,2
T0306,STN_03__STN_04,04:34,05:03,1,1
T0306,STN_02__STN_03,05:04,05:30,1,1
T0306,STN_01__STN_02,05:31,06:03,0,0
T0307,STN_05__STN_11,07:31,07:51,1,2
T0307,STN_05__STN_06,07:53,08:09,0,0
T0308,STN_09__STN_10,16:51,17:08,1,8
T0308,STN_08__STN_09,17:16,17:36,1,5
T0308,STN_07__STN_08,17:41,17:50,0,0
T0308,STN_06__STN_07,17:50,17:59,1,5
T0308,STN_05__STN_06,18:04,18:17,1,7
T0308,STN_04__STN_05,18:24,18:32,0,0
T0308,STN_03__STN_04,18:32,18:48,0,0
T0309,STN_06__STN_07,08:02,08:11,1,5
T0309,STN_07__STN_08,08:16,08:26,1,6
T0309,STN_08__STN_09,08:32,08:51,1,8
T0309,STN_09__STN_10,08:59,09:16,0,0
T0310,STN_03__STN_04,00:13,00:25,0,0
T0310,STN_04__STN_05,00:25,00:31,0,0
T0310,STN_05__STN_06,00:31,00:40,0,0
T0310,STN_06__STN_07,00:40,00:46,0,0
T0310,STN_07__STN_08,00:46,00:53,0,0
T0310,STN_08__STN_09,00:53,01:07,0,0
T0310,STN_09__STN_10,01:07,01:20,0,0
T0311,STN_04__STN_05,00:42,00:53,0,0
T0311,STN_05__STN_06,00:53,01:08,0,0
T0311,STN_06__STN_07,01:08,01:19,0,0
T0311,STN_07__STN_08,01:19,01:31,0,0
T0312,STN_08__STN_09,09:43,09:58,0,0
T0312,STN_07__STN_08,09:58,10:05,0,0
T0312,STN_06__STN_07,10:05,10:11,0,0
T0312,STN_05__STN_06,10:11,10:20,0,0
T0313,STN_08__STN_09,18:19,18:36,0,0
T0313,STN_07__STN_08,18:36,18:44,0,0
T0313,STN_06__STN_07,18:44,18:52,0,0
T0313,STN_05__STN_06,18:52,19:03,0,0
T0313,STN_05__STN_11,19:03,19:17,0,0
T0314,STN_01__STN_02,02:09,02:28,1,1
T0314,STN_02__STN_03,02:29,02:46,1,2
T0314,STN_03__STN_04,02:48,03:07,1,3
T0314,STN_04__STN_05,03:10,03:20,0,0
T0314,STN_05__STN_11,03:20,03:39,0,0
T0315,STN_03__STN_04,20:17,20:41,0,0
T0315,STN_04__STN_05,20:41,20:53,0,0
T0316,STN_06__STN_07,10:27,10:38,1,1
T0316,STN_05__STN_06,10:39,10:56,0,0
T0317,STN_06__STN_07,11:00,11:08,0,0
T0317,STN_05__STN_06,11:08,11:20,1,6
T0317,STN_05__STN_11,11:26,11:41,0,0
T0318,STN_09__STN_10,00:53,01:19,0,0
T0318,STN_08__STN_09,01:19,01:50,0,0
T0318,STN_07__STN_08,01:50,02:06,0,0
T0318,STN_06__STN_07,02:06,02:20,0,0
T0319,STN_05__STN_06,15:45,16:06,1,1
T0319,STN_06__STN_07,16:07,16:21,1,3
T0319,STN_07__STN_08,16:24,16:39,1,1
T0319,STN_08__STN_09,16:40,17:09,1,2
T0319,STN_09__STN_10,17:11,17:38,0,0
T0320,STN_11__STN_12,09:29,09:46,1,1
T0320,STN_05__STN_11,09:47,10:08,1,3
T0320,STN_04__STN_05,10:11,10:22,1,1
T0320,STN_03__STN_04,10:23,10:43,1,3
T0320,STN_02__STN_03,10:46,11:04,0,0
T0320,STN_01__STN_02,11:04,11:26,0,0
